CKG_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,vegetarian_type
오이롤새우초밥,688,0,8,무침,해물류,밥/죽/떡,['오이롤 새우초밥 재료 1인분 오이1개큰 것 소금약간 아보카도12개 와사비05T 새우10개 밥100g 단촛물 재료 1인분 사과 식초1T 소금1꼬집 알룰로스1꼬집 샐러드와 참깨 드레싱 재료 방울 토마토45개 새싹채소조금 낫토1팩 양조간장1T 사과식초2T 간 양파05T 통깨 가루1T'],Pescatarian
토마토카레,3238,0,31,끓이기,채소류,메인반찬,['재료 송이버섯2개 감자6개중간 사이즈 당근1개 토마토1개 양파1개 돼지고기 카레용600g 카레가루7스푼'],Omnivore
두부계란스크램블,230,0,1,볶음,채소류,메인반찬,['재료 1인분 현미잡곡밥100g 애느타리버섯 당근 채썬거1 양파 작은거1개 청경채2포기 양배추 채썬거1줌 매콤 고추3개 계란1개 두부100g 소금 후추 양조간장1T 올리브 오일05T 전분가루1T 물3T'],Lacto-Ovo_Vegetarian
매콤두부조림,839,0,18,조림,가공식품류,메인반찬,['재료 두부460g 양파12개 대파13대 오일1작은술 들기름1작은술 소금2꼬집 양념 간장3큰술 고춧가루2큰술 맛술1큰술 설탕1큰술 다진마늘1큰술 굴소스1작은술 참기름1큰술 통깨1큰술 다시마육수12컵 후춧가루톡톡'],Pescatarian
쭈삼불고기,1867,0,15,볶음,해물류,메인반찬,['재료 주꾸미15미 대패삼겹살2줌 양파소량 대파소량 양념 고추장4큰술 고추가루1큰술 굴소스2큰술 후추 설탕2큰술 맛술4큰술 진간장2큰술 깨소금'],Omnivore
단팥죽새알,570,0,3,끓이기,곡류,밥/죽/떡,['재료 찹쌀15컵 소금1꼬집 물뜨거운 물'],Super_Vegan
뚝배기소불고기,1107,0,9,끓이기,소고기,메인반찬,['재료 소고기 불고기용600g 양파 작은것12개 대파12대 표고버섯3개 느타리 버섯조금 만송이버섯조금 팽이버섯1줌 당면 불린거1줌 홍고추1개 청양고추1개 고기양념 간장5T 맛술3T 황설탕2T 매실액1T 배즙12개12개 분량 양파즙3T 다진대파2T 다진마늘1T 다진생강 후추약간'],Omnivore
떡국떡볶이,574,0,9,볶음,기타,밥/죽/떡,['재료 떡국떡1인분 어묵2장 물200ml 설탕23T 고춧가루05T 고추장 크게1T 진간장15T 다진마늘1T 케찹15T 깻잎45장 대파1줌 체다치즈1장'],Pescatarian
버섯만두전골,2326,0,23,끓이기,가공식품류,면/만두,['재료 만두6개 소고기150g 알배추4장 당근14개 양파12개 느타리버섯2송이 표고버섯2개 대파1대 얼큰양념장 고추장12큰술 고춧가루3큰술 국간장2큰술 맛술2큰술 다진 마늘1큰술 후추약간 국물재료 물1L 코인육수2개 소금약간 선택재료 우동면1팩'],Omnivore
새우차돌볶음밥,438,0,8,볶음,쌀,밥/죽/떡,['재료 새우3마리 차돌박이100g 양파12개 당근14개 대파12대 버터1수저 양념 다진마늘12수저 소금'],Omnivore
묵은지유부롤초밥,387,0,10,기타,기타,밥/죽/떡,['재료 롤 유부6장 묵은지100g 크래미100g 설탕1숟가락 마요네즈2숟가락 밥300g 소금1꼬집 후춧가루1꼬집'],Pescatarian
양배추고추말이,238,0,6,찜,돼지고기,기타,['재료 양배추13장 꽈리고추13장 다짐육270g 쪽파3대 재료 설탕12큰술 다진마늘1큰술 다진생강1큰술 진간장1큰술 참치액12큰술 찹쌀가루12큰술 참기름1큰술 후추톡톡'],Omnivore
부추쌈무무침,558,0,10,무침,기타,밑반찬,['재료 쌈무400g 부추100g 양념 고춧가루3T 간장1T 액젓1T 설탕1T 다진마늘1T 참기름1T 볶은참깨1T'],Pescatarian
묵은지,2107,0,29,절임,채소류,밑반찬,['재료 묵은 배추김치1412포기 시판용 냉면육수2봉지 양념 설탕1작은술'],Pescatarian
마샐러드,1416,0,6,기타,채소류,샐러드,['재료 마참마 참기름'],Super_Vegan
오트밀참치미역국,2614,0,40,끓이기,곡류,밥/죽/떡,['재료 오트밀5T 물250ml 참치05캔 건미역5g 참치액05T 참기름조금 통깨조금'],Pescatarian
냉이새우전,550,0,33,부침,채소류,메인반찬,['재료 냉이128g 새우102g 부침가루50g 튀김가루50g 달걀1개 물105ml 소금18t 양념장 간장1T 식초1T 고춧가루1t 후추소량'],Pescatarian
빨간시금치나물무침,699,0,13,무침,채소류,밑반찬,['재료 시금치300g납작시금치 대파조금 데칠때 소금1작은술 양념 고추장1작은술 고추가루15큰술 다진마늘1작은술 양조간장1큰술 올리고당1작은술 설탕조금 두배 사과식초12큰술 통깨조금'],Super_Vegan
고추장마늘쫑무침,2207,0,9,무침,채소류,밑반찬,['재료 마늘쫑12단 간장1t 고추장1T 고춧가루1t 올리고당1t 통깨약간'],Super_Vegan
김치참치밥버거,484,0,4,기타,달걀/유제품,밥/죽/떡,['재료 계란1개 스팸1장 참치 마요네즈 치즈1장 김치 올리고당 김가루 밥1공기 통깨 참기름 소금'],Omnivore
우렁쌈장,8482,0,47,끓이기,해물류,김치/젓갈/장류,['재료 우렁이100g 밀가루1큰술 건표고버섯4개 양파12개 대파12대 두부100g 들기름3큰술 된장3큰술 고추장1큰술 멸치육수100ml 다진마늘1큰술 설탕1큰술 깨소금2큰술'],Pescatarian
메밀쪽파전,2072,0,3,부침,채소류,메인반찬,['재료 쪽파300g 부침가루4큰술 메밀가루4큰술 물'],Super_Vegan
파래계란말이,274,0,2,부침,달걀/유제품,밑반찬,['파래 세척 물파래1덩어리 굵은소금1큰술 계란말이 재료 계란4개 가는소금1작은술 후추톡톡 식용유넉넉히'],Lacto-Ovo_Vegetarian
감자삶는법,931,0,2,삶기,곡류,기타,['재료 감자9개 설탕2T 소금2t'],Super_Vegan
미나리김전,421,0,4,부침,채소류,메인반찬,['재료 김5장 돌 미나리14단 청양고추3개 부침가루1Cup 물2Cup'],Super_Vegan
매운등뼈찜,8184,0,21,찜,돼지고기,메인반찬,['기본재료 돼지등뼈2kg 월계수잎5장 물15L 양념장 고춧가루50g 진간장100ml 맛술30ml 설탕3큰술 고추장2큰술 된장05큰술 다진마늘2큰술 간양파 양파12개 후추1작은술 다시다05큰술선택'],Omnivore
구운계란장조림,7197,0,48,조림,달걀/유제품,밑반찬,['레시피재료 구운계란10개 대파1대 양파12개 청양고추4개 다시마1조각 양념재료계량기준어른수저 간장4T 매실액1T 설탕2T 물500ml'],Lacto-Ovo_Vegetarian
모짜렐라치즈호떡,550,0,1,굽기,곡류,디저트,['재료 삶은 감자6개 밀가루300g 계란1개 소금1t 파마산 치즈20g 모짜렐라치즈 꿀'],Lacto-Ovo_Vegetarian
낙지탕탕이,1998,0,1,무침,해물류,기타,['재료 낙지2마리 참기름1T 소금적당량 초고추장 식초1T 설탕1T 고추장3T 다진마늘1t 통깨1t'],Pescatarian
베이컨김밥,1567,0,25,굽기,가공식품류,밥/죽/떡,['재료 베이컨18줄 당근1개 계란5개 김밥용햄12줄 단무지6줄 우엉조림12줄 깻잎12장 김밥용김9장 밥4공기 소금7꼬집 통깨1스푼 참기름15스푼 식용유3스푼'],Omnivore
꼬막미나리양념무침,396,0,4,무침,해물류,메인반찬,['재료 삶은 꼬막살1컵 미나리 줄기약간 당근13개 양념 고춧가루1T 액젓1T 생강청13T 매실청1T 깨12T 식초2T'],Pescatarian
액젓소불고기,523,0,2,볶음,소고기,메인반찬,['재료 소고기 불고기용400g 대파15대 양념 액젓2T 다진마늘13T 참기름13T 매실액12T 생강청1t 술1T 깨13T'],Omnivore
건새우배추된장국,910,0,5,끓이기,채소류,국/탕,['재료 알배기 알배추 5장102g 건새우10g 양파40g 쪽파15g 다진 마늘07큰술 된장1큰술 국간장05큰술 까나리액젓05큰술 고춧가루02큰술 멸치 다시마 육수800ml 육수 만들기 물1L 멸치 다시팩 20g1개'],Pescatarian
소고기토마토스튜,8347,0,51,끓이기,채소류,스프,['양념 토마토퓨레2캔 카레분말1T 고체 치킨스톡2개 부재료 버터 or 올리브오일23T 소금 후추 페페론치노4개 월계수잎2장 주재료 토마토4개 양배추13개 당근1개 버섯3개 청경채3개 양파1개 소고기500g 고구마8개'],Omnivore
가리비초무침,1544,0,22,무침,해물류,메인반찬,['재료 가리비120g 미나리13단 양파13개 당근20g 깻잎10여장 양념장 간장1스푼 고춧가루2스푼 고추장1스푼 식초2스푼 매실청1스푼 황설탕1스푼 다진마늘1스푼 다진파15스푼 후추약간 마무리 양념 깨소금1스푼 참기름05스푼'],Pescatarian
봄동만두,226,0,5,찜,채소류,면/만두,['재료 봄동10잎 두부23모 불린 당면60g 양파50g 당근30g 대파20g 데코 슬라이스치즈1장 케첩약간 봄동 데치기 소금05스푼 만두소 밑간 굴소스1스푼 참기름1스푼 전분25스푼 다진마늘1스푼 후추약간 소금2꼬집'],Omnivore
대파베이컨크림치즈,2201,0,18,기타,달걀/유제품,디저트,['대파 베이컨 크림치즈 재료 베이컨4장 대파1개 크림치즈100g'],Omnivore
식빵멘보샤,585,0,4,튀김,가공식품류,면/만두,['재료 식빵2장 냉동만두4개 모짜렐라치즈적당량 식용유넉넉히'],Omnivore
유부콩나물무침,2134,0,8,무침,채소류,밑반찬,['재료 60인분 콩나물2kg 유부1kg 대파2개 당근1개 양념 소금50g 참기름50ml 참깨50g 다진 마늘50g'],Super_Vegan
들기름메밀면샐러드,1959,0,11,비빔,채소류,샐러드,['재료 메밀면100g 상추3장 오이14 토마토13 김가루조금 양념 들기름1T 간장1T 깨조금'],Super_Vegan
토마토수프,1265,0,13,끓이기,채소류,스프,['재료 당근13 양파12 대파조금 마늘3개 토마토1개 양념 소금1꼬집 후추조금 올리브오일1T'],Super_Vegan
바지락순두부찌개,1633,0,14,끓이기,해물류,찌개,['주재료 순두부1봉지 바지락1봉지 양파15개 홍고추1개 청양고추2개 달걀1개 부재료 식용유15큰술 고춧가루2큰술 다진 마늘05큰술 국간장1큰술 소금05큰술 다진 파2큰술 후춧가루약간 육수재료 물4종이컵 국물용 멸치8마리 다시마1장10cm10cm 고추씨05큰술'],Pescatarian
레몬쿠키,2868,0,34,굽기,달걀/유제품,과자,['재료 무염버터65g 설탕80g 계란17g 바닐라오일적당량 중력분85g 베이킹파우더1g 베이킹소다1g 레몬즙6g 재료 설탕적당량 데코재료 슈가파우더50g 레몬즙89g'],Lacto-Ovo_Vegetarian
검은콩두유,1580,0,15,삶기,콩/견과류,차/음료/술,['재료 서리태60g 물320ml 소금1꼬집기호에 따라'],Super_Vegan
콩나물오뎅탕,938,0,18,끓이기,해물류,국/탕,['재료 시판 어묵탕1봉지 콩나물1봉지 무약간 다진마늘1t 양념 고춧가루1T 멸치 액젓05T 소고기 다시다05T 국간장05T'],Omnivore
그릭요거트케이크,907,0,1,기타,달걀/유제품,디저트,['재료 플레인 요거트245L 토핑 과일취향것 견과류 그래놀라'],Lacto-Ovo_Vegetarian
매운멸치볶음,2054,0,15,볶음,건어물류,밑반찬,['재료 중멸치120g 고추기름5T 깨 양념 고추장1T 고춧가루3T 올리고당2T 매실액1T 다진마늘12T'],Pescatarian
동죽칼국수,2872,0,33,끓이기,해물류,면/만두,['재료 동죽조개500g 애호박14개 양파12개 당근18개 대파12대 칼국수면300g 멸치육수14L 다진마늘12스푼 국간장1스푼 후추조금'],Pescatarian
소고기청국장,3017,0,25,끓이기,소고기,찌개,['재료 소고기100g 김치100g 청국장200g 애호박14개 양파12개 청고추1개 홍고추1개 대파12대 두부12모 느타리버섯40g 참기름1스푼 고춧가루1스푼 다진마늘1스푼 참치액1스푼 멸치육수800ml'],Omnivore
오징어조림,1280,0,8,조림,해물류,밑반찬,['재료 오징어1마리 오징어 데치기 소금03 양념 계량 밥숟가락 설탕07 간장25 올리고당1'],Pescatarian
애호박건새우볶음,2733,0,5,볶음,채소류,밑반찬,['재료 애호박1개 양파14개 대파12대 건새우4스푼 다진마늘1스푼 들기름1스푼 통깨조금 애호박 절일 때 소금12스푼'],Pescatarian
옥수수치즈전,1458,0,52,부침,가공식품류,기타,['재료 옥수수 캔198g작은 사이즈 옥수수 전분3T또는 감자전분 튀김가루 부침가루 등 모짜렐라 치즈50g 소금18t 시럽 연유2T 토핑 그라나파다노치즈선택사항'],Lacto-Ovo_Vegetarian
무청시래기된장국,1186,0,5,끓이기,채소류,국/탕,['재료 시래기400g 무1토막3cm 두께 대파12대 청양고추12개 홍고추1개 물18L 멸치육수팩2개 양념 된장2 고추장05 국간장2 고춧가루1 다진 마늘1 들깨가루24기호껏'],Pescatarian
히포크라테스스프,3253,0,14,끓이기,채소류,스프,['재료 토마토10개 당근4개 양파3개 감자8개 마늘7조각 샐러리2줄기'],Super_Vegan
표고버섯어묵볶음,2619,0,38,볶음,채소류,밑반찬,['재료 사각어묵3장 건표고버섯5개 양파14개 대파12대 양념 표고버섯 우린물40ml 다진마늘12스푼 간장2스푼 올리고당2스푼 맛술1스푼 후추조금 통깨조금'],Pescatarian
수플레팬케이크,2184,0,10,기타,밀가루,빵,['재료 계란3개 우유30ml 강력분30g 베이킹파우더1g 설탕25g 버터취향껏 바닐라익스트랙34방울 레몬즙34방울 꿀취향껏 식용유소량'],Lacto-Ovo_Vegetarian
건새우무국,2008,0,40,끓이기,해물류,국/탕,['재료 무300g 건새우1줌 대파12대 멸치육수13L 다진마늘12스푼 국간장12스푼 참치액1스푼또는 액젓 소금 후추'],Pescatarian
미나리겉절이,17447,0,105,무침,채소류,밑반찬,['재료 미나리 손질 후100g 양파14개 청고추1개 홍고추1개 양념 다진마늘1스푼 설탕12스푼 고춧가루2스푼 액젓1스푼 통깨 미나리 세척시 식초12스푼'],Pescatarian
낙지국,1204,0,23,끓이기,해물류,국/탕,['재료 낙지3미 무34줌나박썰기 다시마2장 멸치1줌 국간장1큰술 소금조금 다진마늘1큰술 어슷썬파12줌 콩나물1줌없어도 무방'],Pescatarian
마파두부팽이부추전골,779,0,13,끓이기,채소류,퓨전,['재료 두부300g 부추100g 팽이버섯1봉지 대파12대 다진 쇠고기50g 마파소스  두반장1큰술 고추가루1스푼 양조간장4스푼 설탕1스푼 물50ml'],Omnivore
유자단무지무침,568,0,5,무침,기타,밑반찬,['재료 단무지1접시 대파1줌 고춧가루15T 유자청23T 다진마늘13T 참기름23T 통깨12T'],Super_Vegan
만두오뎅탕,3712,0,66,끓이기,가공식품류,국/탕,['재료 오뎅300g 어묵 만두68개 무우3cm 물1L 멸치10마리 다시마3조각 다진마늘12스푼 청양고추1개 국간장1스푼 까나리액젓2스푼 굵은 소금12스푼 후추약간'],Omnivore
브로콜리숙회,1171,0,5,데치기,채소류,밑반찬,['재료 브로콜리1송이 데칠 때 소금1T 찍어먹을 때 취향것 초장 들기름 소금장'],Super_Vegan
전복구이,677,0,7,굽기,해물류,기타,['재료 전복7마리 버터15g 생강술1T 소금약간 레몬약간 후추약간'],Pescatarian
스팸두부짜글이,1850,0,9,끓이기,가공식품류,찌개,['재료 스팸200g 두부320g 당면1줌 양파12개 청양고추2개 홍고추1개 대파10cm 양념장 밥숟가락 계량계량컵 사용 고추장2스푼 고춧가루1스푼 맛술2스푼 진간장2스푼 다진마늘1스푼 물25컵500ml'],Omnivore
궁채나물볶음,4551,0,11,볶음,채소류,밑반찬,['재료 밥숟가락 계량계량컵 사용  불린 궁채300g 대파 썬것2스푼 동전육수1개 물100ml 양념 국간장1스푼 참치액1스푼 다진마늘07스푼 깨 갈은것1스푼들깨가루 참기름1스푼들기름 식용유1스푼포도씨유'],Pescatarian
두부달래전,440,0,10,부침,채소류,밑반찬,['재료 달래30g 전분가루23큰술 소금45꼬집 초간장재료 진간장2큰술 식초1큰술 매실액1큰술 고춧가루12큰술 다진파1작은술'],Super_Vegan
무청시래기볶음,602,0,15,볶음,채소류,밑반찬,['재료 데친 무청시레기1kg 대파 흰부분1대 마늘2큰술 국간장2큰술 참치액1큰술 동전육수2개 설탕1큰술 들깨가루3큰술 물1컵200ml 식용유1큰술 들기름3큰술'],Pescatarian
참치옥수수볶음밥,673,0,10,볶음,가공식품류,밥/죽/떡,['재료 공기밥100g 캔옥수수1T 캔참치1T 식용유1T 계란1알 간장05T'],Pescatarian
멸치무침,2861,0,68,무침,건어물류,밑반찬,['재료45인분 가이리 멸치100g 다진 파2T 청양고추2개 다진마늘12T 갈은 깨1T 참기름1T 고춧가루1T 간장1T 올리고당15T 미림1T'],Pescatarian
못난이빵,836,0,9,굽기,기타,빵,['재료 식빵4장 무염버터60g 설탕30g 소금1g 건과일조금 견과류조금 계란1개'],Lacto-Ovo_Vegetarian
알배추스테이크,2220,0,28,굽기,채소류,양식,['재료 알배추12통 훈제오리100g 마늘6개 올리브유적당량 버터20g 페페론치노6개 치즈적당량 소금적당량 후추적당량'],Omnivore
빨간애호박볶음,1241,0,22,볶음,채소류,밑반찬,['재료 애호박1개 대파13대 청양고추1개 식용유조금 간장3T 다진마늘1T 고춧가루1T 올리고당1T 참기름1T 통깨조금'],Super_Vegan
소고기채소찜,1432,0,6,찜,소고기,메인반찬,['소고기 채소찜 재료 한우 앞다리살500g 배추잎56장 적겨자3장청경채 대체 가능 숙주300g 양배추소량 양파 큰거12개 대파1개 새송이버섯2개표고 느타리 가능 팽이버섯1개 떡볶이 떡1015개 채수1L육수 또는 물 가능 씨겨자 땅콩소스 씨겨자1T 땅콩버터2T 마요네즈2T 간장1T 올리고당2T 간장소스 진간장1T 어간장1T 청양고추1개 레몬즙1T 육수2T'],Omnivore
